sales_order_id,created_at,last_updated,design_id,staff_id,counterparty_id,units_sold,unit_price,currency_id,agreed_delivery_date,agreed_payment_date,agreed_delivery_location
217,2022-12-30 14:35:10.286000,2022-12-30 14:35:10.286000,19,7,14,37052,3.2,3,2023-01-04,2022-12-31,13
218,2022-12-30 15:02:09.860000,2022-12-30 15:02:09.860000,20,19,13,17366,3.5,2,2022-12-31,2023-01-01,4
219,2022-12-30 16:18:10.393000,2022-12-30 16:18:10.393000,42,14,15,55044,2.91,3,2023-01-05,2023-01-01,15
220,2022-12-30 16:28:10.121000,2022-12-30 16:28:10.121000,30,9,19,46833,2.77,3,2023-01-04,2023-01-03,26
221,2022-12-30 18:01:10.164000,2022-12-30 18:01:10.164000,19,9,16,79771,2.23,2,2023-01-04,2022-12-31,29
222,2023-01-02 10:05:10.262000,2023-01-02 10:05:10.262000,20,8,7,93490,2.89,3,2023-01-06,2023-01-07,7
223,2023-01-02 10:11:09.966000,2023-01-02 10:11:09.966000,30,16,20,34295,3.91,3,2023-01-06,2023-01-04,21
164,2022-12-22 15:35:09.924000,2022-12-22 15:35:09.924000,15,8,8,23419,3.8,3,2022-12-26,2022-12-24,30
197,2022-12-27 18:27:10.276000,2022-12-27 18:27:10.276000,10,19,8,70553,3.63,3,2023-02-05,2022-12-31,20
224,2023-01-02 10:55:10.265000,2023-01-02 10:55:10.265000,39,10,2,10070,3.66,2,2023-01-04,2023-01-04,27
225,2023-01-02 12:55:10.263000,2023-01-02 12:55:10.263000,18,8,8,18243,3.42,3,2023-01-09,2023-01-03,4
226,2023-01-02 13:07:10.205000,2023-01-02 13:07:10.205000,4,17,9,69988,3.18,3,2023-01-08,2023-01-04,15
227,2023-01-02 13:43:10.172000,2023-01-02 13:43:10.172000,31,16,18,52518,3.73,2,2023-01-07,2023-01-08,25
228,2023-01-02 13:46:10.081000,2023-01-02 13:46:10.081000,19,10,2,73416,3.42,2,2023-01-07,2023-01-06,19
229,2023-01-02 13:54:10.323000,2023-01-02 13:54:10.323000,29,19,19,97131,2.98,3,2023-01-08,2023-01-05,11
230,2023-01-02 14:02:10.213000,2023-01-02 14:02:10.213000,41,6,9,72653,2.09,3,2023-01-03,2023-01-05,29
231,2023-01-02 14:03:10.001000,2023-01-02 14:03:10.001000,11,9,8,62093,3.61,3,2023-01-06,2023-01-05,3
232,2023-01-02 14:25:10.312000,2023-01-02 14:25:10.312000,10,19,13,64649,2.1,2,2023-01-08,2023-01-02,29
233,2023-01-02 14:28:09.895000,2023-01-02 14:28:09.895000,27,14,14,3017,2.22,2,2023-01-07,2023-01-03,17
234,2023-01-02 14:52:10.167000,2023-01-02 14:52:10.167000,17,13,2,80117,2.7,3,2023-01-06,2023-01-08,6
235,2023-01-02 15:16:10.267000,2023-01-02 15:16:10.267000,43,5,19,26348,3.73,3,2023-01-05,2023-01-07,27
236,2023-01-02 15:22:09.863000,2023-01-02 15:22:09.863000,41,18,14,97713,2.81,3,2023-01-07,2023-01-04,2
237,2023-01-02 15:43:10.183000,2023-01-02 15:43:10.183000,3,12,16,73335,3.84,2,2023-01-08,2023-01-08,14
238,2023-01-02 15:56:10.236000,2023-01-02 15:56:10.236000,14,11,5,37829,2.89,2,2023-01-03,2023-01-06,12
239,2023-01-02 17:10:10.268000,2023-01-02 17:10:10.268000,42,9,20,61240,3.26,3,2023-01-09,2023-01-05,19
240,2023-01-02 17:39:10.212000,2023-01-02 17:39:10.212000,28,2,15,13559,2.71,2,2023-01-03,2023-01-06,28
241,2023-01-02 18:10:10.296000,2023-01-02 18:10:10.296000,19,5,9,98152,3.36,3,2023-01-04,2023-01-02,13
242,2023-01-03 08:08:10.030000,2023-01-03 08:08:10.030000,22,11,19,88523,3.79,3,2023-01-09,2023-01-06,29
243,2023-01-03 08:12:10.276000,2023-01-03 08:12:10.276000,16,15,4,4015,3.56,2,2023-01-08,2023-01-08,13
244,2023-01-03 08:42:10.102000,2023-01-03 08:42:10.102000,31,16,11,37888,2.23,2,2023-01-07,2023-01-04,26
245,2023-01-03 09:18:09.825000,2023-01-03 09:18:09.825000,7,16,16,35478,3.65,2,2023-01-04,2023-01-05,26
246,2023-01-03 09:24:10.575000,2023-01-03 09:24:10.575000,36,7,16,2797,2.67,2,2023-01-04,2023-01-06,27
247,2023-01-03 10:38:10.073000,2023-01-03 10:38:10.073000,43,7,10,3576,2.31,2,2023-01-08,2023-01-07,18
248,2023-01-03 11:08:09.857000,2023-01-03 11:08:09.857000,8,8,17,45093,2.83,2,2023-01-05,2023-01-08,18
249,2023-01-03 12:57:10.224000,2023-01-03 12:57:10.224000,9,7,5,31238,3.38,3,2023-01-10,2023-01-08,15
250,2023-01-03 13:13:10.308000,2023-01-03 13:13:10.308000,22,13,12,27458,3.43,2,2023-01-06,2023-01-08,25
251,2023-01-03 13:26:09.872000,2023-01-03 13:26:09.872000,23,11,16,69082,2.22,2,2023-01-07,2023-01-07,30
252,2023-01-03 14:13:09.872000,2023-01-03 14:13:09.872000,22,18,17,32583,3.24,3,2023-01-07,2023-01-05,19
253,2023-01-03 14:26:10.363000,2023-01-03 14:26:10.363000,29,6,15,83969,3.4,2,2023-01-07,2023-01-07,10
254,2023-01-03 18:15:09.825000,2023-01-03 18:15:09.825000,23,16,9,98417,2.07,2,2023-01-05,2023-01-04,12
255,2023-01-04 08:12:10.581000,2023-01-04 08:12:10.581000,14,16,11,61786,3.81,3,2023-01-05,2023-01-08,15
256,2023-01-04 09:03:10.276000,2023-01-04 09:03:10.276000,27,7,20,73111,2.4,3,2023-01-05,2023-01-09,3
257,2023-01-04 09:30:09.973000,2023-01-04 09:30:09.973000,10,5,6,32639,2.99,3,2023-01-07,2023-01-10,11
258,2023-01-04 12:26:09.977000,2023-01-04 12:26:09.977000,20,12,9,70706,3.4,2,2023-01-11,2023-01-06,8
259,2023-01-04 14:04:10.078000,2023-01-04 14:04:10.078000,7,6,15,54700,3.08,3,2023-01-07,2023-01-06,17
189,2022-12-27 10:18:10.303000,2022-12-27 10:18:10.303000,11,12,20,8617,3.48,2,2023-01-07,2022-12-31,2
260,2023-01-04 15:00:10.233000,2023-01-04 15:00:10.233000,6,11,9,87635,3.05,2,2023-01-11,2023-01-10,4
261,2023-01-04 17:44:10.476000,2023-01-04 17:44:10.476000,5,20,19,39204,3.26,2,2023-01-05,2023-01-06,23
262,2023-01-04 18:13:10.423000,2023-01-04 18:13:10.423000,30,14,13,49147,2.15,2,2023-01-07,2023-01-08,30
263,2023-01-04 18:18:10.472000,2023-01-04 18:18:10.472000,36,19,14,78185,2.72,2,2023-01-10,2023-01-07,18
264,2023-01-04 18:53:10.335000,2023-01-04 18:53:10.335000,45,9,16,63097,3.95,2,2023-01-10,2023-01-06,29
265,2023-01-05 08:59:10.005000,2023-01-05 08:59:10.005000,19,8,18,39624,2.78,2,2023-01-08,2023-01-08,10
266,2023-01-05 09:38:09.973000,2023-01-05 09:38:09.973000,23,6,14,99489,2.32,2,2023-01-09,2023-01-07,21
267,2023-01-05 11:00:10.545000,2023-01-05 11:00:10.545000,23,16,16,75444,3.62,3,2023-01-05,2023-01-06,18
268,2023-01-05 12:14:10.325000,2023-01-05 12:14:10.325000,20,2,14,14843,2.3,3,2023-01-11,2023-01-10,10
269,2023-01-05 12:48:10.194000,2023-01-05 12:48:10.194000,21,11,18,14912,3.3,2,2023-01-06,2023-01-10,20
270,2023-01-05 14:04:10.441000,2023-01-05 14:04:10.441000,21,6,17,70598,3.3,3,2023-01-08,2023-01-11,16
271,2023-01-05 14:10:10.243000,2023-01-05 14:10:10.243000,41,20,8,27601,3.84,3,2023-01-12,2023-01-10,14
272,2023-01-05 14:47:09.931000,2023-01-05 14:47:09.931000,47,9,3,25620,3.65,3,2023-01-12,2023-01-10,28
273,2023-01-05 15:01:09.954000,2023-01-05 15:01:09.954000,47,8,12,78293,3.77,2,2023-01-12,2023-01-08,22
274,2023-01-05 17:43:10.089000,2023-01-05 17:43:10.089000,10,6,3,35397,3.67,2,2023-01-11,2023-01-08,23
275,2023-01-05 18:28:10.108000,2023-01-05 18:28:10.108000,38,12,6,62649,2.4,2,2023-01-10,2023-01-06,14
276,2023-01-06 11:20:10.251000,2023-01-06 11:20:10.251000,22,13,9,47498,3.09,2,2023-01-08,2023-01-11,25
277,2023-01-06 14:53:10.200000,2023-01-06 14:53:10.200000,8,3,4,40590,2.75,2,2023-01-09,2023-01-09,8
278,2023-01-06 15:19:10.162000,2023-01-06 15:19:10.162000,32,3,13,72252,2.91,3,2023-01-06,2023-01-08,30
279,2023-01-06 15:35:10.192000,2023-01-06 15:35:10.192000,31,7,15,9560,3.25,3,2023-01-10,2023-01-09,29
280,2023-01-06 15:59:10.402000,2023-01-06 15:59:10.402000,36,9,7,61222,2.38,2,2023-01-07,2023-01-12,16
281,2023-01-06 17:45:09.951000,2023-01-06 17:45:09.951000,33,3,17,46830,3.15,3,2023-01-08,2023-01-08,18
282,2023-01-06 18:47:09.986000,2023-01-06 18:47:09.986000,13,5,15,81567,2.22,2,2023-01-08,2023-01-09,4
283,2023-01-09 11:53:10.655000,2023-01-09 11:53:10.655000,40,4,20,70359,3.14,3,2023-01-15,2023-01-13,17
284,2023-01-09 11:58:10.068000,2023-01-09 11:58:10.068000,9,12,12,4603,3.94,2,2023-01-12,2023-01-14,28
285,2023-01-09 12:59:09.869000,2023-01-09 12:59:09.869000,17,19,19,40042,2.85,2,2023-01-09,2023-01-12,20
286,2023-01-09 14:10:09.920000,2023-01-09 14:10:09.920000,10,11,9,14435,2.96,3,2023-01-12,2023-01-12,16
287,2023-01-09 17:35:10.547000,2023-01-09 17:35:10.547000,24,16,12,46254,2.32,3,2023-01-11,2023-01-13,28
288,2023-01-09 18:43:10.150000,2023-01-09 18:43:10.150000,10,16,4,14095,3.11,2,2023-01-14,2023-01-11,14
289,2023-01-10 08:01:10.752000,2023-01-10 08:01:10.752000,37,12,15,3673,3.49,3,2023-01-10,2023-01-13,20
290,2023-01-10 08:33:10.101000,2023-01-10 08:33:10.101000,21,19,12,57031,2.73,2,2023-01-15,2023-01-14,22
291,2023-01-10 09:37:10.086000,2023-01-10 09:37:10.086000,12,18,14,94344,3.79,3,2023-01-10,2023-01-11,17
292,2023-01-10 10:06:10.138000,2023-01-10 10:06:10.138000,26,16,16,94248,2.27,3,2023-01-11,2023-01-10,26
293,2023-01-10 10:33:10.187000,2023-01-10 10:33:10.187000,22,15,14,45204,3.64,3,2023-01-15,2023-01-14,11
294,2023-01-10 10:39:10.121000,2023-01-10 10:39:10.121000,45,2,12,53601,3.27,2,2023-01-11,2023-01-12,11
295,2023-01-10 10:43:09.867000,2023-01-10 10:43:09.867000,12,14,20,17227,2.82,2,2023-01-14,2023-01-15,7
296,2023-01-10 13:07:10.383000,2023-01-10 13:07:10.383000,43,6,8,74621,3.76,2,2023-01-12,2023-01-14,25
297,2023-01-10 13:54:10.060000,2023-01-10 13:54:10.060000,7,6,6,2863,2.17,3,2023-01-14,2023-01-12,29
298,2023-01-10 14:28:09.857000,2023-01-10 14:28:09.857000,37,10,13,7027,2.91,2,2023-01-14,2023-01-10,2
300,2023-01-10 15:30:09.996000,2023-01-10 15:30:09.996000,22,18,5,29056,3.08,3,2023-01-16,2023-01-16,9
301,2023-01-10 15:34:10.154000,2023-01-10 15:34:10.154000,39,2,3,55196,3.27,3,2023-01-12,2023-01-14,12
302,2023-01-10 16:21:10.088000,2023-01-10 16:21:10.088000,31,13,3,69032,2.93,3,2023-01-13,2023-01-11,8
303,2023-01-10 16:43:10.819000,2023-01-10 16:43:10.819000,7,12,5,49310,2.07,3,2023-01-12,2023-01-11,9
304,2023-01-10 16:53:09.936000,2023-01-10 16:53:09.936000,46,14,18,24937,2.16,2,2023-01-17,2023-01-16,26
305,2023-01-10 17:53:09.962000,2023-01-10 17:53:09.962000,16,17,20,20107,3.6,3,2023-01-14,2023-01-11,26
306,2023-01-11 09:03:09.949000,2023-01-11 09:03:09.949000,37,18,11,12549,3.93,3,2023-01-15,2023-01-12,20
307,2023-01-11 09:13:10.182000,2023-01-11 09:13:10.182000,12,9,5,99342,3,2,2023-01-16,2023-01-14,4
309,2023-01-11 09:35:09.801000,2023-01-11 09:35:09.801000,42,4,7,3538,2.62,3,2023-01-17,2023-01-12,18
310,2023-01-11 09:59:10.068000,2023-01-11 09:59:10.068000,30,11,5,87466,2.46,3,2023-01-17,2023-01-12,29
311,2023-01-11 10:25:09.983000,2023-01-11 10:25:09.983000,29,11,18,91372,3.18,2,2023-01-12,2023-01-15,7
312,2023-01-11 10:26:10.355000,2023-01-11 10:26:10.355000,13,3,5,9818,2.77,2,2023-01-15,2023-01-16,2
313,2023-01-11 11:12:10.214000,2023-01-11 11:12:10.214000,40,10,16,56450,3.99,2,2023-01-14,2023-01-11,10
314,2023-01-11 11:22:10.231000,2023-01-11 11:22:10.231000,43,18,5,80895,2.93,2,2023-01-14,2023-01-13,11
315,2023-01-11 11:49:10.124000,2023-01-11 11:49:10.124000,15,18,14,29387,2.5,2,2023-01-11,2023-01-11,27
2765,2023-06-14 14:53:10.088000,2023-06-14 14:53:10.088000,75,6,20,83485,3.75,1,2023-06-20,2023-06-14,13
317,2023-01-11 17:18:10.097000,2023-01-11 17:18:10.097000,2,19,9,21393,3.09,3,2023-01-15,2023-01-13,17
318,2023-01-11 17:26:10.100000,2023-01-11 17:26:10.100000,35,10,18,96988,2.65,3,2023-01-17,2023-01-12,13
319,2023-01-11 17:27:10.113000,2023-01-11 17:27:10.113000,13,19,13,67247,2.18,2,2023-01-12,2023-01-15,18
320,2023-01-11 18:05:09.982000,2023-01-11 18:05:09.982000,45,5,5,47161,2.91,2,2023-01-12,2023-01-13,3
321,2023-01-11 18:22:10.068000,2023-01-11 18:22:10.068000,3,4,12,87172,2.71,2,2023-01-16,2023-01-14,20
322,2023-01-12 08:46:09.881000,2023-01-12 08:46:09.881000,29,18,10,47106,2.99,2,2023-01-13,2023-01-16,10
323,2023-01-12 09:27:10.446000,2023-01-12 09:27:10.446000,36,11,15,12775,2.5,2,2023-01-13,2023-01-15,1
324,2023-01-12 09:38:09.960000,2023-01-12 09:38:09.960000,39,20,16,19735,3.98,2,2023-01-15,2023-01-15,3
326,2023-01-12 10:53:09.978000,2023-01-12 10:53:09.978000,4,7,7,41705,2.23,1,2023-01-13,2023-01-17,29
327,2023-01-12 15:27:10.246000,2023-01-12 15:27:10.246000,6,11,13,26509,3.26,2,2023-01-16,2023-01-15,18
328,2023-01-12 15:49:10.033000,2023-01-12 15:49:10.033000,2,11,4,80971,2.83,3,2023-01-14,2023-01-15,15
329,2023-01-12 16:21:10.077000,2023-01-12 16:21:10.077000,38,4,3,42820,3.33,3,2023-01-19,2023-01-18,30
330,2023-01-12 16:23:10.166000,2023-01-12 16:23:10.166000,45,2,1,60271,2.67,2,2023-01-15,2023-01-15,28
331,2023-01-12 16:25:10.221000,2023-01-12 16:25:10.221000,5,10,10,5808,3.4,1,2023-01-14,2023-01-15,5
332,2023-01-12 16:34:10.386000,2023-01-12 16:34:10.386000,33,18,11,14313,3,2,2023-01-18,2023-01-13,26
333,2023-01-12 16:52:10.349000,2023-01-12 16:52:10.349000,27,9,5,88289,2.01,3,2023-01-19,2023-01-13,4
334,2023-01-12 17:56:10.148000,2023-01-12 17:56:10.148000,30,20,14,21918,2.65,1,2023-01-13,2023-01-13,13
335,2023-01-13 08:35:09.951000,2023-01-13 08:35:09.951000,12,14,5,26400,3.92,2,2023-01-16,2023-01-19,26
337,2023-01-13 08:40:09.969000,2023-01-13 08:40:09.969000,20,7,18,31461,3.11,2,2023-01-17,2023-01-15,14
338,2023-01-13 08:51:10.306000,2023-01-13 08:51:10.306000,7,12,13,6167,2.78,3,2023-01-19,2023-01-18,17
339,2023-01-13 09:28:10.293000,2023-01-13 09:28:10.293000,5,19,2,87283,2.33,3,2023-01-13,2023-01-15,6
340,2023-01-13 09:50:10.061000,2023-01-13 09:50:10.061000,51,4,4,70634,3.6,2,2023-01-14,2023-01-15,26
341,2023-01-13 09:59:10.293000,2023-01-13 09:59:10.293000,23,9,2,24769,3.27,3,2023-01-16,2023-01-14,12
342,2023-01-13 10:01:09.838000,2023-01-13 10:01:09.838000,30,20,3,13805,3.43,1,2023-01-15,2023-01-18,20
343,2023-01-13 10:09:10.428000,2023-01-13 10:09:10.428000,33,6,13,46902,3.74,2,2023-01-20,2023-01-15,14
344,2023-01-13 10:22:10.106000,2023-01-13 10:22:10.106000,28,4,4,95033,2.84,1,2023-01-16,2023-01-15,2
345,2023-01-13 11:16:10.120000,2023-01-13 11:16:10.120000,36,5,3,39576,2.64,2,2023-01-18,2023-01-17,26
346,2023-01-13 11:26:10.245000,2023-01-13 11:26:10.245000,22,14,14,7984,2.68,3,2023-01-19,2023-01-19,12
347,2023-01-13 12:18:09.905000,2023-01-13 12:18:09.905000,3,8,4,15566,2.08,2,2023-01-16,2023-01-18,24
348,2023-01-13 12:39:10.724000,2023-01-13 12:39:10.724000,40,18,18,25868,2.38,2,2023-01-17,2023-01-17,1
349,2023-01-13 13:27:09.951000,2023-01-13 13:27:09.951000,15,15,5,10967,3.69,2,2023-01-16,2023-01-17,3
350,2023-01-13 14:25:10.143000,2023-01-13 14:25:10.143000,42,10,12,37917,3.72,1,2023-01-19,2023-01-16,7
351,2023-01-13 16:24:10.175000,2023-01-13 16:24:10.175000,46,7,20,85521,3.19,1,2023-01-15,2023-01-17,20
352,2023-01-13 16:57:09.816000,2023-01-13 16:57:09.816000,22,6,11,83107,2.18,2,2023-01-18,2023-01-15,19
353,2023-01-13 17:13:10.306000,2023-01-13 17:13:10.306000,11,2,5,21827,2.85,3,2023-01-15,2023-01-15,4
354,2023-01-13 17:15:10.175000,2023-01-13 17:15:10.175000,34,8,9,9280,3.76,1,2023-01-16,2023-01-16,8
355,2023-01-13 17:44:10.434000,2023-01-13 17:44:10.434000,38,15,19,49900,3.76,2,2023-01-17,2023-01-13,22
356,2023-01-13 17:55:10.126000,2023-01-13 17:55:10.126000,11,3,18,9758,3.4,1,2023-01-17,2023-01-15,22
357,2023-01-13 18:18:10.337000,2023-01-13 18:18:10.337000,48,10,7,17016,3.31,1,2023-01-16,2023-01-16,12
358,2023-01-13 18:54:10.469000,2023-01-13 18:54:10.469000,24,20,10,90248,2.61,3,2023-01-15,2023-01-15,13
359,2023-01-16 08:39:09.859000,2023-01-16 08:39:09.859000,32,1,14,47761,3.18,3,2023-01-17,2023-01-22,10
360,2023-01-16 08:51:09.962000,2023-01-16 08:51:09.962000,36,13,6,89922,3.69,3,2023-01-21,2023-01-19,17
361,2023-01-16 09:28:10.238000,2023-01-16 09:28:10.238000,24,7,13,96886,2.31,1,2023-01-19,2023-01-18,26
362,2023-01-16 09:58:09.806000,2023-01-16 09:58:09.806000,37,13,20,74272,3.76,1,2023-01-16,2023-01-21,9
363,2023-01-16 10:18:10.058000,2023-01-16 10:18:10.058000,1,19,4,83110,2.15,3,2023-01-22,2023-01-19,21
364,2023-01-16 10:19:10.153000,2023-01-16 10:19:10.153000,21,9,4,71754,2.03,3,2023-01-16,2023-01-19,29
365,2023-01-16 10:59:10.084000,2023-01-16 10:59:10.084000,48,19,4,52053,2.75,2,2023-01-18,2023-01-17,11
366,2023-01-16 11:08:10.063000,2023-01-16 11:08:10.063000,26,17,10,31660,2.3,1,2023-01-22,2023-01-18,28
367,2023-01-16 11:09:09.952000,2023-01-16 11:09:09.952000,53,1,6,15537,2.63,3,2023-01-20,2023-01-19,6
368,2023-01-16 11:49:09.847000,2023-01-16 11:49:09.847000,29,15,7,29047,2,1,2023-01-23,2023-01-17,29
369,2023-01-16 11:52:10.050000,2023-01-16 11:52:10.050000,54,4,1,69544,3.75,3,2023-01-20,2023-01-17,12
370,2023-01-16 12:07:10.045000,2023-01-16 12:07:10.045000,54,9,8,40149,2.3,2,2023-01-18,2023-01-16,24
371,2023-01-16 12:08:09.937000,2023-01-16 12:08:09.937000,51,16,5,48857,3.43,3,2023-01-17,2023-01-17,20
372,2023-01-16 12:15:10.131000,2023-01-16 12:15:10.131000,3,17,11,78250,2.46,2,2023-01-18,2023-01-20,1
2784,2023-06-15 14:04:09.859000,2023-06-15 14:04:09.859000,93,6,9,44306,3.27,1,2023-06-15,2023-06-17,22
299,2023-01-10 14:43:10.071000,2023-01-10 14:43:10.071000,20,3,15,70314,2.35,2,2023-01-15,2023-01-10,14
336,2023-01-13 08:37:10.053000,2023-01-13 08:37:10.053000,91,16,7,82454,3.34,2,2023-01-13,2023-01-15,10
373,2023-01-16 12:36:09.913000,2023-01-16 12:36:09.913000,37,1,5,30870,2.92,2,2023-01-19,2023-01-22,9
374,2023-01-16 13:27:10.031000,2023-01-16 13:27:10.031000,53,19,19,22851,3.1,1,2023-01-20,2023-01-19,11
375,2023-01-16 14:24:10.358000,2023-01-16 14:24:10.358000,7,9,20,56261,3.26,2,2023-01-22,2023-01-20,9
376,2023-01-16 14:26:10.516000,2023-01-16 14:26:10.516000,13,3,20,94923,3.97,3,2023-01-18,2023-01-21,18
377,2023-01-16 14:30:10.157000,2023-01-16 14:30:10.157000,12,19,12,63442,3.54,3,2023-01-19,2023-01-20,7
378,2023-01-16 14:37:10.053000,2023-01-16 14:37:10.053000,10,7,16,3950,3.88,3,2023-01-18,2023-01-17,15
379,2023-01-16 14:53:10.141000,2023-01-16 14:53:10.141000,20,18,9,11422,3.7,1,2023-01-20,2023-01-22,13
380,2023-01-16 15:15:10.197000,2023-01-16 15:15:10.197000,17,16,16,47466,3.65,1,2023-01-17,2023-01-21,11
381,2023-01-16 15:47:10.185000,2023-01-16 15:47:10.185000,7,14,14,6120,2.71,2,2023-01-20,2023-01-18,21
382,2023-01-16 16:45:10.057000,2023-01-16 16:45:10.057000,15,17,16,71818,2.67,3,2023-01-17,2023-01-21,1
383,2023-01-16 17:36:10.494000,2023-01-16 17:36:10.494000,25,6,14,54063,3.37,2,2023-01-20,2023-01-19,23
384,2023-01-17 08:05:10.100000,2023-01-17 08:05:10.100000,51,7,19,61517,2.13,2,2023-01-23,2023-01-21,8
385,2023-01-17 08:23:10.313000,2023-01-17 08:23:10.313000,10,17,5,6532,3.44,2,2023-01-20,2023-01-22,28
387,2023-01-17 09:28:10.006000,2023-01-17 09:28:10.006000,50,12,7,47705,3.94,3,2023-01-20,2023-01-21,20
388,2023-01-17 11:22:09.849000,2023-01-17 11:22:09.849000,45,2,13,17333,3.23,3,2023-01-19,2023-01-18,6
389,2023-01-17 11:23:09.924000,2023-01-17 11:23:09.924000,26,13,6,33993,3.98,2,2023-01-18,2023-01-21,19
390,2023-01-17 12:16:10.270000,2023-01-17 12:16:10.270000,6,16,11,97363,2.58,1,2023-01-20,2023-01-20,24
391,2023-01-17 12:38:10.416000,2023-01-17 12:38:10.416000,36,8,19,8139,3.05,3,2023-01-20,2023-01-18,2
392,2023-01-17 12:57:09.921000,2023-01-17 12:57:09.921000,20,7,8,8094,2.03,2,2023-01-20,2023-01-20,29
393,2023-01-17 13:41:10.106000,2023-01-17 13:41:10.106000,41,8,8,43810,2.72,1,2023-01-17,2023-01-21,24
394,2023-01-17 14:52:10.415000,2023-01-17 14:52:10.415000,51,14,4,70180,2.82,1,2023-01-19,2023-01-18,2
395,2023-01-17 15:20:10.063000,2023-01-17 15:20:10.063000,41,16,19,17767,3.41,2,2023-01-18,2023-01-18,27
397,2023-01-17 16:30:10.802000,2023-01-17 16:30:10.802000,11,3,15,5183,3.61,2,2023-01-19,2023-01-23,9
1234,2023-03-10 09:59:10.198000,2023-03-10 09:59:10.198000,16,20,15,51751,3.33,3,2023-03-13,2023-03-11,9
399,2023-01-17 17:44:10.063000,2023-01-17 17:44:10.063000,27,8,18,29910,2.44,2,2023-01-22,2023-01-20,16
400,2023-01-18 08:21:09.987000,2023-01-18 08:21:09.987000,39,9,15,16982,2.53,1,2023-01-20,2023-01-23,6
401,2023-01-18 08:38:09.681000,2023-01-18 08:38:09.681000,21,20,17,78152,2.99,3,2023-01-22,2023-01-19,6
402,2023-01-18 09:03:09.900000,2023-01-18 09:03:09.900000,38,17,16,7360,3.37,2,2023-01-22,2023-01-22,29
403,2023-01-18 09:10:10.212000,2023-01-18 09:10:10.212000,33,10,15,50421,2.82,1,2023-01-20,2023-01-19,12
404,2023-01-18 09:29:09.954000,2023-01-18 09:29:09.954000,1,8,15,5516,2.19,2,2023-01-20,2023-01-22,30
396,2023-01-17 16:21:10.219000,2023-01-17 16:21:10.219000,12,3,10,97011,3.28,1,2023-01-21,2023-01-22,6
405,2023-01-18 10:00:10.312000,2023-01-18 10:00:10.312000,42,7,7,59215,2.89,1,2023-01-23,2023-01-19,11
406,2023-01-18 10:28:10.390000,2023-01-18 10:28:10.390000,6,3,13,14937,2.73,1,2023-01-21,2023-01-18,10
407,2023-01-18 11:33:10.061000,2023-01-18 11:33:10.061000,26,9,1,39475,3.01,2,2023-01-20,2023-01-22,28
408,2023-01-18 11:38:10.140000,2023-01-18 11:38:10.140000,13,3,10,30187,2.52,1,2023-01-18,2023-01-20,27
409,2023-01-18 11:43:10.204000,2023-01-18 11:43:10.204000,28,6,16,97820,2.74,2,2023-01-19,2023-01-22,17
410,2023-01-18 11:55:10.192000,2023-01-18 11:55:10.192000,29,16,11,39076,3.15,1,2023-01-24,2023-01-19,19
411,2023-01-18 13:28:10.157000,2023-01-18 13:28:10.157000,29,10,20,7436,3.61,3,2023-01-24,2023-01-24,19
412,2023-01-18 13:32:10.034000,2023-01-18 13:32:10.034000,3,20,1,21854,3.64,3,2023-01-19,2023-01-23,3
413,2023-01-18 13:49:10.337000,2023-01-18 13:49:10.337000,34,13,3,22517,2.58,2,2023-01-21,2023-01-23,19
414,2023-01-18 14:00:10.084000,2023-01-18 14:00:10.084000,49,2,18,99569,3.72,2,2023-01-24,2023-01-24,13
415,2023-01-18 14:14:10.358000,2023-01-18 14:14:10.358000,38,5,1,47818,2.67,2,2023-01-21,2023-01-21,4
416,2023-01-18 14:42:10.091000,2023-01-18 14:42:10.091000,29,6,1,47552,2.94,1,2023-01-24,2023-01-21,21
417,2023-01-18 15:09:09.965000,2023-01-18 15:09:09.965000,51,15,1,83841,2.83,2,2023-01-19,2023-01-19,7
418,2023-01-18 15:33:10.017000,2023-01-18 15:33:10.017000,34,12,7,60615,3.26,2,2023-01-20,2023-01-22,15
419,2023-01-18 15:48:10.590000,2023-01-18 15:48:10.590000,51,16,14,61963,3.38,3,2023-01-20,2023-01-24,15
420,2023-01-18 15:53:10.208000,2023-01-18 15:53:10.208000,17,6,10,12118,2.62,1,2023-01-19,2023-01-24,30
421,2023-01-18 16:09:10.187000,2023-01-18 16:09:10.187000,20,4,3,94822,2.23,3,2023-01-21,2023-01-22,19
422,2023-01-18 16:24:09.696000,2023-01-18 16:24:09.696000,10,11,11,9825,2.1,3,2023-01-23,2023-01-20,21
423,2023-01-18 16:40:10.008000,2023-01-18 16:40:10.008000,17,19,18,38809,3.89,3,2023-01-24,2023-01-24,17
424,2023-01-18 16:50:10.255000,2023-01-18 16:50:10.255000,6,13,17,15462,2.41,2,2023-01-19,2023-01-21,1
425,2023-01-18 16:57:09.817000,2023-01-18 16:57:09.817000,14,18,6,72222,3.29,1,2023-01-23,2023-01-24,2
426,2023-01-18 17:13:10.315000,2023-01-18 17:13:10.315000,47,2,3,8318,3.71,2,2023-01-19,2023-01-18,18
427,2023-01-18 17:27:09.914000,2023-01-18 17:27:09.914000,21,6,3,31141,3.07,3,2023-01-24,2023-01-23,30
428,2023-01-18 17:33:10.148000,2023-01-18 17:33:10.148000,50,18,16,99636,3.92,1,2023-01-22,2023-01-22,5
429,2023-01-19 08:27:10.200000,2023-01-19 08:27:10.200000,43,16,11,87067,3.08,3,2023-01-22,2023-01-24,20
